isbn,authors,original_publication_year,original_title,average_rating,image_url
034541005X,Bryce Courtenay,1989,The Power of One,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
752865331,Dashiell Hammett,1930,The Maltese Falcon,3.92,https://images.gr-assets.com/books/1306421260m/29999.jpg
312364423,Kristin Hannah,2011,Night Road,4.17,https://images.gr-assets.com/books/1282369257m/8949352.jpg
515128635,Lee Child,1999,Tripwire,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
045146317X,Jim Butcher,2010,Changes,4.54,https://images.gr-assets.com/books/1304027244m/6585201.jpg
670674249,Munro Leaf, Robert Lawson,1936,The Story of Ferdinand,4.35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1416903569,Ellen Hopkins,2007,Impulse,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
140436588,Walter Scott,1819,Ivanhoe,3.75,https://images.gr-assets.com/books/1405336818m/6440.jpg
312936222,Janet Evanovich,2004,Ten Big Ones,4.13,https://images.gr-assets.com/books/1171076278m/86663.jpg
446690457,Michael Connelly,1996,The Poet,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61985848,Kiersten White,2010,Paranormalcy,3.91,https://images.gr-assets.com/books/1496938681m/7719245.jpg
61257095,Adriana Trigiani,2012,The Shoemaker's Wife,3.98,https://images.gr-assets.com/books/1329256279m/13127599.jpg
1590387422,Brandon Mull,2006,Rise of the Evening Star,4.16,https://images.gr-assets.com/books/1386633982m/784911.jpg
1455806854,Nora Roberts, MacLeod Andrews,2011,The Next Always,4.11,https://images.gr-assets.com/books/1491591796m/10305231.jpg
1416995587,Jenny Han,2011,We'll Always Have Summer,4.17,https://images.gr-assets.com/books/1327054226m/8680278.jpg
014240165X,Anthony Horowitz,2000,Alex Rider: Stormbreaker,3.97,https://images.gr-assets.com/books/1288354739m/136782.jpg
1590860624,Lee Child, Dick Hill,2002,Without Fail ,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
842377506,Francine Rivers, Richard Ferrone,1993,A Voice in the Wind,4.6,https://images.gr-assets.com/books/1459567327m/95617.jpg
057507681X,Philip K. Dick,1977,A Scanner Darkly ,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1594488843,Daniel H. Pink,2008,Drive: The Surprising Truth About What Motivates Us,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1416534733,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1563894696,Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings,1997,Batman: The Long Halloween,4.29,https://images.gr-assets.com/books/1350137101m/106069.jpg
811201880,Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth,1938,La Nausée,3.91,https://images.gr-assets.com/books/1377674928m/298275.jpg
1606410423,Brandon Mull,2009,Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4),4.35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312349486,Janet Evanovich,2006,Twelve Sharp,4.14,https://images.gr-assets.com/books/1316727699m/3507.jpg
689845367,Ursula K. Le Guin,1970,The Tombs of Atuan,4.07,https://images.gr-assets.com/books/1417900879m/13662.jpg
451462564,Jim Butcher,2009,Turn Coat,4.45,https://images.gr-assets.com/books/1304027128m/3475161.jpg
140439072,Arthur Conan Doyle, Peter Ackroyd, Ed Glinert,1890,The Sign of Four,3.96,https://images.gr-assets.com/books/1299346921m/608474.jpg
096319254X,Anne Rice,1995,Memnoch The Devil,3.73,https://images.gr-assets.com/books/1301778006m/31338.jpg
385733585,Michael Scott,2008,The Magician: The Secrets of The Immortal Nicholas Flamel,4.09,https://images.gr-assets.com/books/1320396250m/2402971.jpg
689832133,Doreen Cronin, Betsy Lewin,1999,Click, Clack, Moo: Cows That Type,4.23,https://images.gr-assets.com/books/1423222939m/766955.jpg
441015662,Patricia Briggs,2008,Iron Kissed,4.36,https://images.gr-assets.com/books/1358229529m/1412138.jpg
765328658,Kendare Blake,2011,Anna Dressed in Blood,3.96,https://images.gr-assets.com/books/1398637405m/9378297.jpg
1423321677,Terry Goodkind, Dick Hill,1997,Temple of the Winds (Sword of Truth, #4),4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
380714752,Avi,1990,The True Confessions of Charlotte Doyle,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1565125967,Robert Goolrick,2009,A Reliable Wife,3.25,https://images.gr-assets.com/books/1404576577m/4929705.jpg
380729407,Ray Bradbury,1962,Something Wicked This Way Comes,3.95,https://images.gr-assets.com/books/1409596011m/248596.jpg
140003342X,Toni Morrison,1977,Song of Solomon,4.01,https://images.gr-assets.com/books/1451448230m/11334.jpg
394298667,Tom Clancy,1986,Red Storm Rising,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
802139256,Leif Enger,2001,Peace Like a River,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
812565959,Orson Scott Card,2000,Shadow of the Hegemon,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
307021343,Janette Sebring Lowrey, Gustaf Tenggren,1942,The Poky Little Puppy (a Little Golden Book),4.08,https://images.gr-assets.com/books/1320424154m/505304.jpg
440235596,Maeve Binchy,1998,Tara Road,3.88,https://images.gr-assets.com/books/1403194637m/5196.jpg
1587263890,Jack London,1906,The Call of the Wild / White Fang,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1423100050,Ally Carter,2007,Cross My Heart and Hope to Spy,4.13,https://images.gr-assets.com/books/1342448094m/568645.jpg
441014739,Patricia Briggs,2007,Blood Bound,4.31,https://images.gr-assets.com/books/1358229157m/285205.jpg
451464400,Jim Butcher,2012,Cold Days,4.51,https://images.gr-assets.com/books/1345145377m/12216302.jpg
399154094,Kate Jacobs,2006,The Friday Night Knitting Club,3.41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312330863,James Herriot,1973,All Things Bright and Beautiful,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
812967127,John Wyndham,1951,The Day of the Triffids,4.0,https://images.gr-assets.com/books/1320530145m/530965.jpg
62041266,Patrick deWitt, Marcelo Barbão,2011,The Sisters Brothers,3.83,https://images.gr-assets.com/books/1291999900m/9850443.jpg
61922315,Shilpi Somaya Gowda,2010,Secret Daughter,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
375822070,Roald Dahl, Quentin Blake,1970,Fantastic Mr Fox,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
141183535,Virginia Woolf,1929,A Room of One's Own,4.1,https://images.gr-assets.com/books/1327883012m/18521.jpg
1903436575,William Shakespeare, Katherine Duncan-Jones,1592,Sonnets,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
670012947,Sarah Dessen,2011,What Happened to Goodbye,3.97,https://images.gr-assets.com/books/1347810788m/8492856.jpg
1627792120,Leigh Bardugo,2015,Six of Crows,4.46,https://images.gr-assets.com/books/1500689111m/23437156.jpg
60541431,Maureen Johnson,2005,13 Little Blue Envelopes,3.65,https://images.gr-assets.com/books/1375030179m/17020.jpg
849900417,Ron Hall, Denver Moore, Lynn Vincent,2005,Same Kind of Different as Me,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
812973011,Tracy Kidder,2003,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7423292,Mark  Lawrence,2011,Prince of Thorns,3.87,https://images.gr-assets.com/books/1327917754m/9579634.jpg
385265700,Jane Hamilton,1988,The Book of Ruth,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
60872985,Michael Crichton,2006,Next,3.48,https://images.gr-assets.com/books/1358010468m/7661.jpg
1416523715,Walt Whitman,1855,Leaves of Grass,4.12,https://images.gr-assets.com/books/1418012204m/27494.jpg
749935332,Nora Roberts,2004,Blue Dahlia,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
043402080X,Lev Grossman,2011,The Magician King,3.9,https://images.gr-assets.com/books/1316177353m/10079321.jpg
743418719,Jodi Picoult,2001,Salem Falls,3.8,https://images.gr-assets.com/books/1344397557m/10915.jpg
345403959,David Eddings, Leigh Eddings,1995,Belgarath the Sorcerer,4.07,https://images.gr-assets.com/books/1333692194m/189802.jpg
575070706,Frank Herbert,1977,The Great Dune Trilogy,4.35,https://images.gr-assets.com/books/1419962914m/53764.jpg
553805487,Sarah Addison Allen,2007,Garden Spells,4.06,https://images.gr-assets.com/books/1347309330m/1158967.jpg
045146379X,Jim Butcher,2011,Ghost Story,4.25,https://images.gr-assets.com/books/1329104700m/8058301.jpg
1580495761,Frederick Douglass,1845,Narrative of the Life of Frederick Douglass,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
345468643,David Eddings,1982,Pawn of Prophecy,4.16,https://images.gr-assets.com/books/1391346857m/44659.jpg
312349491,Janet Evanovich,2007,Lean Mean Thirteen,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
451529758,Rudyard Kipling, Alev Lytle Croutier,1895,The Jungle Books,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
451219945,Rachel Caine,2006,Glass Houses,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
785121447,Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King,2007,The Dark Tower: The Gunslinger Born,4.18,https://images.gr-assets.com/books/1489721554m/342445.jpg
670026638,Ruth Ozeki,2013,A Tale for the Time Being,3.98,https://images.gr-assets.com/books/1463767452m/15811545.jpg
385334141,Kurt Vonnegut Jr.,1961,Mother Night,4.21,https://images.gr-assets.com/books/1344621657m/9592.jpg
451526759,Edgar Allan Poe, Stephen Marlowe,1960,The Fall of the House of Usher and Other Writings,4.14,https://images.gr-assets.com/books/1355276847m/32559.jpg
440416795,Louise Fitzhugh,1964,Harriet the Spy,3.96,https://images.gr-assets.com/books/1320540825m/232576.jpg
553588265,Dean Koontz,2005,Forever Odd,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
767919386,Bill Bryson,2010,At Home: A Short History of Private Life,3.96,https://images.gr-assets.com/books/1372727082m/7507825.jpg
60555955,Marian Keyes,2000,Sushi for Beginners,3.69,https://images.gr-assets.com/books/1407709390m/82748.jpg
312948557,Louise Penny,2005,Still Life,3.91,https://images.gr-assets.com/books/1324373974m/338691.jpg
99489988,Marian Keyes,1995,Watermelon,3.79,https://images.gr-assets.com/books/1345767584m/9300.jpg
143038109,Amy Tan,1991,The Kitchen God's Wife,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1847241697,John Ajvide Lindqvist,2004,Låt den rätte komma in,4.07,https://images.gr-assets.com/books/1327893384m/943402.jpg
61974587,Pittacus Lore,2012,The Rise of Nine,4.2,https://images.gr-assets.com/books/1331740153m/12971616.jpg
385731051,Ann Brashares,2003,The Second Summer of the Sisterhood,3.78,https://images.gr-assets.com/books/1467700995m/5454.jpg
425181103,Dean Koontz,1983,Phantoms,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
60012382,Terry Pratchett,2003,The Wee Free Men,4.25,https://images.gr-assets.com/books/1443764106m/34494.jpg
039925482X,Andrea Cremer,2010,Nightshade,4.03,https://images.gr-assets.com/books/1333400218m/7402393.jpg
190444248X,Cornelia Funke,1997,Drachenreiter,3.94,https://images.gr-assets.com/books/1328004947m/100464.jpg
671742515,Douglas Adams,1988,The Long Dark Tea-Time of the Soul,4.05,https://images.gr-assets.com/books/1388257271m/357.jpg
804179034,Naomi Novik,2015,Uprooted,4.13,https://images.gr-assets.com/books/1480121122m/22544764.jpg
345503813,Peter V. Brett,2010,The Desert Spear,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7151667,Agatha Christie,1924,The Man in the Brown Suit,3.97,https://images.gr-assets.com/books/1390018729m/209194.jpg
385339593,John Grisham,2002,The Summons,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
078670621X,Alfred Lansing,1959,Endurance: Shackleton's incredible voyage,4.36,https://images.gr-assets.com/books/1391329559m/139069.jpg
60525118,Meg Cabot,2005,Size 12 Is Not Fat (Heather Wells, #1),3.75,https://images.gr-assets.com/books/1259077761m/23220.jpg
1101904224,Blake Crouch,2016,Dark Matter,4.11,https://images.gr-assets.com/books/1472119680m/27833670.jpg
62310666,Victoria Aveyard,2016,Glass Sword,3.95,https://images.gr-assets.com/books/1436460934m/23174274.jpg
385737424,Rebecca Stead,2009,When You Reach Me,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553381342,Tom Wolfe,1987,The Bonfire of the Vanities,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553119222,Agatha Christie,1937,Death on the Nile,4.06,https://images.gr-assets.com/books/1486837149m/131359.jpg
689862229,Phyllis Reynolds Naylor,1991,Shiloh,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
805094601,Leigh Bardugo,2013,Siege and Storm,4.08,https://images.gr-assets.com/books/1362166252m/14061955.jpg
1416971734,Scott Westerfeld,2009,Leviathan,3.91,https://images.gr-assets.com/books/1275694232m/6050678.jpg
6498523,James Patterson,1995,Hide and Seek,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743470125,Jennifer Weiner,2005,Goodnight Nobody,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
515114693,Nora Roberts,1994,Born in Fire ,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
60921145,Barbara Kingsolver,1990,Animal Dreams,4.05,https://images.gr-assets.com/books/1481663395m/77262.jpg
"1416997857,Cassandra Clare,2009,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,4.57,https://images.gr-assets.com/books/1312016549m/6485421.jpg"
345416260,Donna Woolfolk Cross,1996,Pope Joan,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
081257639X,Terry Goodkind,2000,Faith of the Fallen  (Sword of Truth, #6),4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1606412388,Brandon Mull,2010,Fablehaven: Keys to the Demon Prison (Fablehaven, #5),4.42,https://images.gr-assets.com/books/1298081448m/7243142.jpg
345443284,Sue Miller,1998,While I Was Gone,3.67,https://images.gr-assets.com/books/1495632082m/5176.jpg
446613363,James Patterson, Maxine Paetro,2005,4th of July (Women's Murder Club, #4),4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1423108361,Eoin Colfer,2008,The Time Paradox,4.07,https://images.gr-assets.com/books/1395218526m/2179276.jpg
059044297X,Norman Bridwell,1963,An Itchy Day,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
803734735,Kristin Cashore,2012,Bitterblue,4.01,https://images.gr-assets.com/books/1331532273m/12680907.jpg
803734956,Jandy Nelson,2010,The Sky Is Everywhere,4.04,https://images.gr-assets.com/books/1496659743m/6604794.jpg
61020664,Terry Pratchett,1988,Wyrd Sisters,4.11,https://images.gr-assets.com/books/1275974472m/34504.jpg
1301347949,Katy Evans,2013,Real,4.21,https://images.gr-assets.com/books/1363442697m/17617277.jpg
62200577,Joe Hill,2013,NOS4A2,4.06,https://images.gr-assets.com/books/1369591617m/15729539.jpg
140434747,Anne Brontë, Stevie Davies,1848,The Tenant of Wildfell Hall,3.91,https://images.gr-assets.com/books/1479652419m/337113.jpg
965476022,Walter Farley, Keith Ward,1941,The Black Stallion,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
64410145,Lemony Snicket, Brett Helquist,2004,The Grim Grotto,3.99,https://images.gr-assets.com/books/1415580928m/65111.jpg
8424133498,Tomie dePaola,1975,Strega Nona,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
983212546,R.L. Mathewson,2011,Playing for Keeps,4.08,https://images.gr-assets.com/books/1406585295m/11381643.jpg
452286034,Kelley Armstrong,2001,Bitten,4.06,https://images.gr-assets.com/books/1306101770m/11918.jpg
312624670,C.C. Hunter,2011,Born at Midnight,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1844280136,Mo Willems,2003,Don't Let the Pigeon Drive the Bus,4.29,https://images.gr-assets.com/books/1328495575m/191113.jpg
545424941,Maggie Stiefvater,2013,The Dream Thieves,4.27,https://images.gr-assets.com/books/1477103777m/17347389.jpg
141439637,Henry James, Patricia Crick,1881,The Portrait of a Lady,3.76,https://images.gr-assets.com/books/1502148606m/264.jpg
486290727,Edgar Allan Poe, Gustave Doré,1844,The Raven,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
486298574,Charlotte Perkins Gilman,1892,The Yellow Wallpaper,4.02,https://images.gr-assets.com/books/1327909237m/99300.jpg
142401757,Sarah Dessen,2000,Dreamland ,3.91,https://images.gr-assets.com/books/1385861832m/4325.jpg
1596912855,Shannon Hale,2007,Austenland,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
451197968,Richard Bachman, Stephen King,1982,The Running Man,3.8,https://images.gr-assets.com/books/1333160557m/11607.jpg
031242440X,Marilynne Robinson,2004,Gilead,3.84,https://images.gr-assets.com/books/1451555787m/68210.jpg
1423121317,Rachel Hawkins,2011,Demonglass,4.13,https://images.gr-assets.com/books/1287692542m/8428064.jpg
1857231511,Terry Brooks,1977,The Sword of Shannara,3.76,https://images.gr-assets.com/books/1470063017m/15575.jpg
99297701,Thomas Harris,1999,Hannibal,3.72,https://images.gr-assets.com/books/1327356556m/32418.jpg
006114097X,L.J. Smith,2007,The Awakening and the Struggle,3.67,https://images.gr-assets.com/books/1393837129m/395871.jpg
1416974520,L.J. Smith,2009,Night World, No. 3,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743466527,Ann-Marie MacDonald,1996,Fall on Your Knees,3.95,https://images.gr-assets.com/books/1481449709m/5174.jpg
054522490X,Maggie Stiefvater,2011,The Scorpio Races,4.08,https://images.gr-assets.com/books/1461209661m/10626594.jpg
441005764,Brian Jacques,1988,Mossflower,4.09,https://images.gr-assets.com/books/1281811805m/201341.jpg
1250077001,Jenny  Lawson,2015,Furiously Happy,3.93,https://images.gr-assets.com/books/1429101901m/23848559.jpg
312986343,Janet Evanovich,2002,Visions of Sugar Plums,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553564935,Raymond E. Feist,1982,Magician: Master (The Riftwar Saga, #2),4.25,https://images.gr-assets.com/books/1320457190m/13810.jpg
1439164630,Lisa Genova,2011,Left Neglected,3.95,https://images.gr-assets.com/books/1285414621m/8492768.jpg
671662341,Miep Gies, Alison Leslie Gold,1987,Anne Frank Remembered,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
765316994,John Scalzi,2012,Redshirts,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61245097,Jeaniene Frost,2008,One Foot in the Grave,4.31,https://images.gr-assets.com/books/1373857981m/2168860.jpg
61449067,Michael  Grant,2009,Hunger ,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312349513,Janet Evanovich,2008,Fearless Fourteen,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7174160,Michael Bond, Peggy Fortnum,1958,A Bear Called Paddington,4.21,https://images.gr-assets.com/books/1393784912m/160629.jpg
60887338,Sara Shepard,2007,Flawless,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
440800463,Beverly Cleary,1981,Ramona Quimby, Age 8,4.08,https://images.gr-assets.com/books/1300270683m/91253.jpg
446364800,Nelson DeMille,1992,The General's Daughter,4.07,https://images.gr-assets.com/books/1334443536m/98427.jpg
1405206128,Lemony Snicket, Brett Helquist,2001,The Hostile Hospital,3.95,https://images.gr-assets.com/books/1442446120m/65118.jpg
312532768,Alyson Noel,2009,Blue Moon,3.61,https://images.gr-assets.com/books/1362336365m/6134826.jpg
1933718005,Audrey Penn, Ruth E. Harper, Nancy M. Leak,1993,The Kissing Hand,4.41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312979975,Sherrilyn Kenyon,2002,Fantasy Lover,4.17,https://images.gr-assets.com/books/1348332807m/84136.jpg
031601477X,James Patterson, Gabrielle Charbonnet,2008,Sundays at Tiffany's,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743418735,Jodi Picoult,2002,Perfect Match,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
081297235X,Curtis Sittenfeld,2005,Prep,3.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3442723434,Margaret Atwood, Brigitte Walitzek,1996,Alias Grace,3.97,https://images.gr-assets.com/books/1472960163m/58027.jpg
425273865,Sylvia Day,2014,Captivated by You,4.06,https://images.gr-assets.com/books/1410020040m/17876893.jpg
316056634,Gail Carriger,2009,Soulless,3.91,https://images.gr-assets.com/books/1314020848m/6381205.jpg
1416953574,Lisa McMann,2008,Wake,3.75,https://images.gr-assets.com/books/1361417311m/1661957.jpg
1416940901,Ellen Hopkins,2007,Glass (Crank, #2),4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
689878567,Tamora Pierce,1984,In the Hand of the Goddess,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
446614831,James Patterson, Andrew Gross,2004,3rd Degree,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385480016,Anne Lamott,1994,Bird by Bird: Some Instructions on Writing and Life,4.22,https://images.gr-assets.com/books/1394996112m/12543.jpg
805092528,Kerstin Gier, Anthea Bell,2009,Rubinrot,4.12,https://images.gr-assets.com/books/1312036605m/8835379.jpg
031259044X,Alyson Noel,2009,Shadowland,3.66,https://images.gr-assets.com/books/1362336374m/6581511.jpg
553296124,Timothy Zahn,1991,Heir to the Empire,4.12,https://images.gr-assets.com/books/1398253847m/216443.jpg
689878575,Tamora Pierce,1988,Lioness Rampant,4.28,https://images.gr-assets.com/books/1390366673m/13837.jpg
015204566X,Patricia C. Wrede, Peter de Sève,1990,Dealing with Dragons,4.14,https://images.gr-assets.com/books/1385526967m/150739.jpg
425205819,John Sandford,1989,Rules Of Prey,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
439598389,David Shannon,1998,A Bad Case of Stripes,4.24,https://images.gr-assets.com/books/1328867924m/474858.jpg
140620613,Henry James,1898,The Turn of the Screw,3.45,https://images.gr-assets.com/books/1443203592m/12948.jpg
743294297,Jennifer Weiner,2009,Best Friends Forever,3.48,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
074348486X,William Shakespeare,1599,As You Like It,3.83,https://images.gr-assets.com/books/1327935363m/42607.jpg
1563892618,Garth Ennis, Steve Dillon, Joe R. Lansdale,1996,Preacher Vol. 1: Gone to Texas,4.16,https://images.gr-assets.com/books/1309914494m/95431.jpg
451528921,Edmond Rostand, Eteel Lawson, Lowell Bair,1897,Cyrano de Bergerac,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1841496863,Patricia Briggs,2009,Bone Crossed,4.34,https://images.gr-assets.com/books/1305738183m/3128411.jpg
159514319X,Richelle Mead,2013,The Indigo Spell,4.41,https://images.gr-assets.com/books/1438483930m/8709526.jpg
385341652,Karen Marie Moning,2009,Dreamfever,4.43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316010707,Kate Atkinson,2004,Case Histories,3.82,https://images.gr-assets.com/books/1451442186m/16243.jpg
345544110,J. Kenner,2013,Release Me (Stark Trilogy, #1),4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1563892251,Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker,1990,The Doll's House,4.44,https://images.gr-assets.com/books/1298566119m/25099.jpg
689849109,Eleanor H. Porter,1912,Pollyanna,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
450610098,Stephen King,1993,Nightmares & Dreamscapes ,3.9,https://images.gr-assets.com/books/1370950676m/10588.jpg
385341679,Karen Marie Moning,2011,Shadowfever,4.46,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
547887205,Lois Lowry,2012,Son (The Giver, #4),3.98,https://images.gr-assets.com/books/1349952095m/13324841.jpg
1401248969,Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein,2015,The Sandman: Overture,3.94,https://images.gr-assets.com/books/1444878181m/18310944.jpg
802720854,Simone Elkeles,2010,Rules of Attraction,4.22,https://images.gr-assets.com/books/1439792205m/7137775.jpg
670021873,Tana French,2010,Faithful Place,3.97,https://images.gr-assets.com/books/1291165900m/7093952.jpg
586008357,Isaac Asimov,1954,The Caves of Steel,4.14,https://images.gr-assets.com/books/1335782224m/41811.jpg
380709244,Beverly Cleary, Louis Darling, Tracy Dockray,1965,The Mouse and the Motorcycle,3.9,https://images.gr-assets.com/books/1348990967m/232109.jpg
575090855,Carrie Ryan,2009,The Forest of Hands and Teeth,3.59,https://images.gr-assets.com/books/1320633297m/3432478.jpg
736693416,Terry Brooks,1982,The Elfstones Of Shannara,3.96,https://images.gr-assets.com/books/1420148388m/189783.jpg
